sn,np,coating,bacteria,mdr,strain,np_synthesis,method,mic_np_µg_ml,concentration,zoi_np_mm,np_size_min_nm,np_size_max_nm,np_size_avg_nm,shape,time_set_hours,zeta_potential_mV,solvent_for_extract,temperature_for_extract_C,duration_preparing_extract_min,precursor_of_np,concentration_of_precursor_mM,hydrodynamic_diameter_nm,ph_during_synthesis,reference,doi,article_list,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
3200,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Rumex hastatus,ZOI,,40,9,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3201,Ag,0,Micrococcus lotus,0,,Green synthesis using Rumex hastatus,ZOI,,40,7,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3202,Ag,0,Bacillus brevis,0,,Green synthesis using Rumex hastatus,ZOI,,40,11,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3203,Ag,0,Staphylococcus aureus,0,,Green synthesis using Rumex hastatus,ZOI,,60,10,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3204,Ag,0,Escherichia coli,0,,Green synthesis using Rumex hastatus,ZOI,,60,10,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3205,Ag,0,Salmonella gallinarum,0,,Green synthesis using Rumex hastatus,ZOI,,60,13,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3206,Ag,0,Klebsiella pneumoniae,0,,Green synthesis using Rumex hastatus,ZOI,,60,10,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3207,Ag,0,Enterobacter aerogenes,0,,Green synthesis using Rumex hastatus,ZOI,,60,12,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3208,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Rumex hastatus,ZOI,,60,10,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3209,Ag,0,Micrococcus lotus,0,,Green synthesis using Rumex hastatus,ZOI,,60,9,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3210,Ag,0,Bacillus brevis,0,,Green synthesis using Rumex hastatus,ZOI,,60,12,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3211,Ag,0,Staphylococcus aureus,0,,Green synthesis using Rumex hastatus,ZOI,,80,11,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3212,Ag,0,Escherichia coli,0,,Green synthesis using Rumex hastatus,ZOI,,80,11,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3213,Ag,0,Salmonella gallinarum,0,,Green synthesis using Rumex hastatus,ZOI,,80,13,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3214,Ag,0,Klebsiella pneumoniae,0,,Green synthesis using Rumex hastatus,ZOI,,80,11,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3215,Ag,0,Enterobacter aerogenes,0,,Green synthesis using Rumex hastatus,ZOI,,80,13,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3216,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Rumex hastatus,ZOI,,80,14,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3217,Ag,0,Micrococcus lotus,0,,Green synthesis using Rumex hastatus,ZOI,,80,9,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3218,Ag,0,Bacillus brevis,0,,Green synthesis using Rumex hastatus,ZOI,,80,15,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3219,Ag,0,Staphylococcus aureus,0,,Green synthesis using Rumex hastatus,ZOI,,100,19,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3220,Ag,0,Escherichia coli,0,,Green synthesis using Rumex hastatus,ZOI,,100,12,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3221,Ag,0,Salmonella gallinarum,0,,Green synthesis using Rumex hastatus,ZOI,,100,15,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3222,Ag,0,Klebsiella pneumoniae,0,,Green synthesis using Rumex hastatus,ZOI,,100,15,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3223,Ag,0,Enterobacter aerogenes,0,,Green synthesis using Rumex hastatus,ZOI,,100,16,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3224,Ag,0,Pseudomonas aeruginosa,0,,Green synthesis using Rumex hastatus,ZOI,,100,17,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3225,Ag,0,Micrococcus lotus,0,,Green synthesis using Rumex hastatus,ZOI,,100,16,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3226,Ag,0,Bacillus brevis,0,,Green synthesis using Rumex hastatus,ZOI,,100,18,77,77,77,spherical,,,water,,120,AgNO3,20,,,https://www.sciencedirect.com/science/article/pii/S1018364721002494?via%3Dihub#s0080,10.1016/j.jksus.2021.101587,166,Journal of King Saud University - Science,Elsevier BV,2021,Rumex hastatus derived silver nanoparticles development and their potential applications as hepatic-protection agent along with antimicrobial activity,TRUE,TRUE,gold,166_1-s2.0-S1018364721002494-main.pdf,1
3227,Ag,0,Escherichia coli,0,ATCC 11229,Green synthesis using Pimpinella anisum,ZOI,,128,22,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3228,Ag,0,Escherichia coli,0,ATCC 11230,Green synthesis using Pimpinella anisum,ZOI,,128,20,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3229,Ag,0,Escherichia coli,0,ATCC 11231,Green synthesis using Pimpinella anisum,ZOI,,128,19,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3230,Ag,0,Escherichia coli,0,ATCC 11232,Green synthesis using Pimpinella anisum,ZOI,,128,18,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3231,Ag,0,Escherichia coli,0,ATCC 11233,Green synthesis using Pimpinella anisum,ZOI,,128,20,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3232,Ag,0,Escherichia coli,0,ATCC 11234,Green synthesis using Pimpinella anisum,ZOI,,128,17,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3233,Ag,0,Escherichia coli,0,ATCC 11235,Green synthesis using Pimpinella anisum,ZOI,,128,14,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3234,Ag,0,Escherichia coli,0,ATCC 11236,Green synthesis using Pimpinella anisum,ZOI,,128,18,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3235,Ag,0,Escherichia coli,0,ATCC 11237,Green synthesis using Pimpinella anisum,ZOI,,128,15,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3236,Ag,0,Escherichia coli,0,ATCC 11238,Green synthesis using Pimpinella anisum,ZOI,,128,15,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3237,Ag,0,Escherichia coli,0,ATCC 11239,Green synthesis using Pimpinella anisum,ZOI,,128,14,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3238,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Pimpinella anisum,ZOI,,128,15,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3239,Ag,0,Escherichia coli,0,ATCC 11229,Green synthesis using Pimpinella anisum,ZOI,,256,22,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3240,Ag,0,Escherichia coli,0,ATCC 11230,Green synthesis using Pimpinella anisum,ZOI,,256,22,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3241,Ag,0,Escherichia coli,0,ATCC 11231,Green synthesis using Pimpinella anisum,ZOI,,256,26,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3242,Ag,0,Escherichia coli,0,ATCC 11232,Green synthesis using Pimpinella anisum,ZOI,,256,19,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3243,Ag,0,Escherichia coli,0,ATCC 11233,Green synthesis using Pimpinella anisum,ZOI,,256,23,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3244,Ag,0,Escherichia coli,0,ATCC 11234,Green synthesis using Pimpinella anisum,ZOI,,256,19,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3245,Ag,0,Escherichia coli,0,ATCC 11235,Green synthesis using Pimpinella anisum,ZOI,,256,18,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3246,Ag,0,Escherichia coli,0,ATCC 11236,Green synthesis using Pimpinella anisum,ZOI,,256,20,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3247,Ag,0,Escherichia coli,0,ATCC 11237,Green synthesis using Pimpinella anisum,ZOI,,256,15,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3248,Ag,0,Escherichia coli,0,ATCC 11238,Green synthesis using Pimpinella anisum,ZOI,,256,17,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3249,Ag,0,Escherichia coli,0,ATCC 11239,Green synthesis using Pimpinella anisum,ZOI,,256,17,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
3250,Ag,0,Escherichia coli,0,ATCC 25922,Green synthesis using Pimpinella anisum,ZOI,,256,20,25.5,25.5,25.5,spherical,24,,water (double-distilled),25,1440,AgNO3,1,65.4,,https://pubs.rsc.org/en/content/articlelanding/2023/ma/d3ma00089c,10.1039/d3ma00089c,181,Materials Advances,Royal Society of Chemistry (RSC),2023,"Bioinspired green-synthesized silver nanoparticles: <i>in vitro</i> physicochemical, antibacterial, biofilm inhibitory, genotoxicity, antidiabetic, antioxidant, and anticoagulant performance",TRUE,TRUE,gold,181_d3ma00089c.pdf,1
