sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
5169,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",84.39386,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5170,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",84.74174,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5171,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",89.71928,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5172,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",97.47331,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5173,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",108.9317,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5174,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",91.81586,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5175,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",81.32993,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5176,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",79.53964,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5177,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",81.84143,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5178,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",82.35294,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5179,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",85.9335,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5180,Ti,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",91.81586,10.1088/1748-6041/4/2/025018,151,,35,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5181,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Alamar blue,Alamar blue,92.74123,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5182,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Alamar blue,Alamar blue,85.08701,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5183,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",76.29261,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5184,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",68.61509,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5185,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",75.13519,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5186,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",73.63055,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5187,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",75.521,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5188,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",87.28806,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5189,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",102.4502,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5190,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",89.25831,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5191,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",83.63171,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5192,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",79.7954,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5193,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",77.74936,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5194,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",81.07417,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5195,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",82.09718,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5196,Cr,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",85.16624,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5197,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Alamar blue,Alamar blue,25.23952,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5198,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Alamar blue,Alamar blue,2.833962,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5199,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",79.0704,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5200,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",71.39288,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5201,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",74.82655,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5202,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",67.45833,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5203,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",69.96541,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5204,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",46.23906,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5205,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24,,Live/Dead,"Calcein AM, Ethidium homodimer-1",8.005127,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5206,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",88.7468,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5207,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",81.84143,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5208,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",80.81841,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5209,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",80.30691,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5210,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",79.02813,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5211,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",5.882353,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5212,Co,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,96,,Live/Dead,"Calcein AM, Ethidium homodimer-1",0.767263,10.1088/1748-6041/4/2/025018,151,,30,,RAW 264.7,Biomedical Materials,IOP Publishing,2009,Dose-dependent cytotoxicity of clinically relevant cobalt nanoparticles and ions on macrophages<i>in vitro</i>,FALSE,FALSE,closed,151_kwon2009.pdf,0
5213,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,ApoToxTriplex,Caspase-GloReagent,102.0815,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5214,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,ApoToxTriplex,Caspase-GloReagent,95.02262,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5215,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,ApoToxTriplex,Caspase-GloReagent,78.73303,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5216,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,ApoToxTriplex,Caspase-GloReagent,65.15837,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5217,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,ApoToxTriplex,Caspase-GloReagent,41.80996,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5218,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,ApoToxTriplex,Caspase-GloReagent,25.52036,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5219,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CytoToxOne,LDH activity assay kit,102.0815,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5220,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CytoToxOne,LDH activity assay kit,100.4525,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5221,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CytoToxOne,LDH activity assay kit,103.7104,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5222,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CytoToxOne,LDH activity assay kit,97.73756,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5223,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CytoToxOne,LDH activity assay kit,103.1674,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5224,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CytoToxOne,LDH activity assay kit,102.0815,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5225,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CellTiterGlo,,79.27602,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5226,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CellTiterGlo,,66.78733,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5227,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CellTiterGlo,,61.90045,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5228,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CellTiterGlo,,47.23982,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5229,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CellTiterGlo,,37.46606,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5230,Co,,,,,,,,H,Human,Aorta,Endothelial,A,24,,CellTiterGlo,,28.23529,10.1016/j.tiv.2014.12.007,150,,17,,HAEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5231,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,ApoToxTriplex,Caspase-GloReagent,94.47964,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5232,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,ApoToxTriplex,Caspase-GloReagent,78.73303,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5233,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,ApoToxTriplex,Caspase-GloReagent,73.30317,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5234,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,ApoToxTriplex,Caspase-GloReagent,67.87331,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5235,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,ApoToxTriplex,Caspase-GloReagent,48.32579,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5236,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,ApoToxTriplex,Caspase-GloReagent,22.26244,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5237,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CytoToxOne,LDH activity assay kit,92.85068,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
5238,Co,,,,,,,,H,Human,Umbilical cord,Endothelial,E,24,,CytoToxOne,LDH activity assay kit,91.22172,10.1016/j.tiv.2014.12.007,150,,17,,HUVEC,Toxicology in Vitro,Elsevier BV,2015,Oxidative and pro-inflammatory effects of cobalt and titanium oxide nanoparticles on aortic and venous endothelial cells,FALSE,FALSE,closed,150_alinovi2015.pdf,0
